,company,location,salary,summary,title,float_salary
163979,Robert Walters,"New York, NY","$90,000 - $140,000 a year","Excellent SQL, R, Excel skills a must; Familiarity with Shiny (an R package) a plus. Statistics, econometrics, finance, data science) or a quantitative...",Quantitative Risk Analyst,115000.0
163992,DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY","$78,630 - $103,332 a year","The role also demands an ability to work with a diverse staff of scientists, sanitarians, and program managers within the Health Department as well as with...","Research Scientist, Bureau of Veterinary and Pest Control Se...",90981.0
164017,DEPT OF HEALTH/MENTAL HYGIENE,"Queens, NY","$85,211 - $110,522 a year","The Unit’s multi-disciplinary scientists lead and participate in WTC disaster related research on a range of physical and mental health outcomes among children,...","Research Scientist of Special Projects, World Trade Center H...",97866.5
164020,"Elite Personnel, Inc.","Chestnut Ridge, NY",$40 - $47 an hour,"Uses statistical analysis to determine trends in order to drive global quality improvement. Develops plans, processes, metrics, training, and quality systems...",Statistician,90480.0
164023,CONSUMER AFFAIRS,"Manhattan, NY","$70,286 - $82,000 a year","For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with...",Senior Research Analyst,76143.0
164042,Oliver James Associates,"New York, NY","$130,000 - $160,000 a year","You will work closely with data engineers and BI experts to develop a streamlined, efficient and robust data architecture to meet business needs for data...",Senior Data Scientist,145000.0
164043,DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY","$59,708 - $65,678 a year",The Bureau of Environmental Surveillance and Policy (BESP) in the Division of Environmental Health at the New York City Department of Health and Mental Hygiene...,"Environmental Analyst, Bureau of Environmental Surveillance...",62693.0
164082,Princeton Consulting,"New York, NY 10018 (Clinton area)","$130,000 - $160,000 a year","C++, R, Matlab, Python, MongoDB or SQL. Candidate will partner with both internal users and external clients in back testing models, risk analytics, research as...",Quantitative Engineer & Analyst,145000.0
164095,Research Foundation of SUNY,"Vestal, NY","$65,000 a year","Reporting to and working closely with the WISE Director, Associate Director, Assistant Directors, and faculty, the Research Scientist primarily assists faculty...",Research Scientist - SSIE,65000.0
164105,Averity,"New York, NY","$100,000 - $140,000 a year",Our Customer Business Analytics team is looking for a Senior Statistician to help provide actionable insights into various aspects of our company to drive...,Sr. Statistician for Global for Top Name-Brand Company,120000.0
164126,Analytic Recruiting,"New York, NY 10017 (Midtown area)","$75,000 - $100,000 a year","Analytics, Statistics, Predictive Modeling, SAS, R, Python, Marketing Analytics, Statistician, Data Scientist. Data Scientist, Marketing Analytics....","Data Scientist, Marketing Analytics",87500.0
164207,Harnham,"New York, NY","$150,000 a year",Senior Data Scientist - Modeling. Senior Data Scientist | Media | Computer Science | Machine Learning | Modeling | Data Engineering....,Senior Data Scientist - Modeling,150000.0
166385,City of Tempe Arizona,"Tempe, AZ","$53,676 - $72,463 a year",Requires the equivalent to 3 months of full-time equivalent analytical/social science research experience to include applied research experience related to an...,Police Research & Data Analyst I/II+,63069.5
166391,"Kennedy Unlimited Inc, Professional Staffing","Phoenix, AZ","$130,000 - $140,000 a year",4 plus years of current projects involving predictive analytics and hands-on machine learning techniques. Use your current research and analysis skills to apply...,Predictive Analytics (Machine Learning),135000.0
166397,Arizona State University,"Tempe, AZ",$10.67 - $14.42 an hour,"The School of Earth and Space Exploration integrates astrophysicists, Earth scientists, planetary scientists, and instrument-building engineers into a unique...",Office Assistant/Receptionist Sr.,26093.6
166404,Arizona State University,"Tempe, AZ","$34,560 - $38,500 a year","Students learn from nationally renowned faculty, to include psychologists, sociologists, anthropologists, geographers, and political scientists....",Academic Success Specialist,36530.0
166407,Maricopa County Community College District,"Phoenix, AZ","$50,958 - $60,512 a year",Two (2) or more years of experience with advanced use of Excel or other data mining software. Develops queries on data warehouses using data extraction tools...,Institutional Research Analyst (Open until Filled),55735.0
166423,SiteLock,"Scottsdale, AZ","$50,000 - $55,000 a year",Educate customers by writing timely blog posts on the latest malware and security trends. Comfortable with the Linux command line and regular expressions....,Web Security Research Analyst,52500.0
166430,Arizona Health Care Cost Containment System,"Phoenix, AZ","$39,983 - $55,500 a year",And conducts data analysis. The Division of Health Care Management (DHCM) is looking for a highly motivated individual to join our team as a Research and...,RESEARCH AND STATISTICAL ANALYST,47741.5
166437,State of Arizona,"Phoenix, AZ","$50,000 a year","The Public Health Scientist will provide capacity to both identify and quantify toxins, poisons, and metabolites of chemical agents deemed to be important by...",Public Health Scientist / Chemist,50000.0
166446,State of Arizona,"Phoenix, AZ","$45,000 - $65,000 a year","In this position as an Outreach Specialist you will take a prominent strategic role to ensure compliance with environmental laws and regulations, analyze...",ENVIRONMENTAL OUTREACH SPECIALIST,55000.0
166448,State of Arizona,"Phoenix, AZ","$45,000 - $77,000 a year","The Air Quality State Implementation Plan ESS 3 position is responsible for drafting complex State Implementation Plans (SIPs), including pollutant-specific...",AIR QUALITY PLANNER 2-3,61000.0
166451,The Creative Group,"Phoenix, AZ 85016 (Camelback East area)",$25 - $30 an hour,"You're fascinated by data analytics:. You may not be a data scientist but you are in touch with AI, Analytics, and Marketing Automation software....",Account Manager,57200.0
166458,All About People,"Phoenix, AZ 85007 (Central City area)",$13 an hour,"Enter data, compiles and compose data reports. Excellent MS Outlook, Word, Excel, PowerPoint, Internet, typing and data entry skills....",Customer Service / Research Analyst,27040.0
169530,Johns Hopkins University,"Baltimore, MD","$43,871 - $60,402 a year","Master’s Degree in Public Health or health science related field. Organize and manage group meetings, project assignments, coordinate user expectations with....",Research Data Analyst,52136.5
169532,Johns Hopkins University Bloomberg School of Publi...,"Baltimore, MD 21231 (Fells Point area)","$80,000 - $100,000 a year",", International Center for Maternal and Newborn Health, Health Systems Program, Department of International Health, Johns Hopkins Bloomberg School of Public...",Assistant Scientist,90000.0
169540,State of Maryland,"Baltimore, MD","$49,899 - $80,078 a year","Armed Forces military service experience as a commissioned officer in Health Care Science classifications or Clinical Lab, Medical Scientists, or Bio Medical...",EPIDEMIOLOGIST III,64988.5
169543,Johns Hopkins University,"Baltimore, MD","$50,956 - $70,095 a year",If you are interested in applying for employment with The Johns Hopkins University and require special assistance or accommodation during any part of the pre...,Sr. Research Data Analyst,60525.5
169549,WSSC,"Laurel, MD 20707","$75,515 - $115,278 a year","Ability to plan and direct the work of professional engineers and scientists; Ability to apply scientific knowledge to specific problems, environmental...",Environmental Scientist - Water Resources Management,95396.5
169560,National Security Agency,"Fort Meade, MD","$79,334 - $105,663 a year","Designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced statistical analysis, artificial...",Data Scientist - Mid-Level,92498.5
169569,Johns Hopkins University,"Baltimore, MD","$43,871 - $60,402 a year",In scientific data for peer-reviewed publications and grant submission. Interacts directly and independently with scientists at all levels....,Sr. Research Specialist,52136.5
169570,"Intersect Healthcare, Inc.","Lutherville-Timonium, MD",$15 - $20 an hour,"A Master's degree in Health Care Administration, Health Management, Public Health, Public Policy or closely related field may be substituted for experience....",Health Law and Policy Research Analyst,36400.0
169579,Johns Hopkins University,"Baltimore, MD","$50,956 - $70,095 a year","Collaborates with clinical and scientific investigators in protocol designs, clinical plans, data analysis plans, grant applications and preparation of...",Biostatistician,60525.5
